customer_id_index,product_id,rating
1088,24558526,3.7068605
1088,75396549,3.7039366
1088,68527587,3.6974096
1088,39328685,3.691376
1088,50698333,3.6831782
1088,73844240,3.6826653
1088,23556570,3.6650317
1088,53245166,3.6648602
1238,72323554,5.0171905
1238,45651308,4.701987
1238,67106618,4.694129
1238,53751834,4.6202645
1238,63191179,4.6056952
1238,52528427,4.5999546
1238,62737062,4.5896983
1238,6403163,4.588298
1238,73238633,4.5877824
1238,2383179,4.584772
1238,51737821,4.581691
1238,53760828,4.57394
1238,54414906,4.559168
1238,68508353,4.55119
1238,68527587,4.550793
1238,67260812,4.516858
1238,53035877,4.5155525
1238,1938923,4.51198
1238,71082242,4.502723
1238,52069061,4.500973
1342,36240066,4.647216
1342,24558526,4.5762177
1342,72323554,4.565178
1342,67260812,4.5185804
1342,606532,4.507195
1342,68027300,4.50189
1342,6921787,4.4990935
1342,56028477,4.498105
1342,50592901,4.487271
1342,51737821,4.4773
1342,28326998,4.475679
1342,67864955,4.470063
1342,14186220,4.466692
1342,74558974,4.4658837
1342,71082242,4.463872
1342,8877900,4.463769
1342,73844240,4.4609704
1342,68357693,4.457086
1342,70817873,4.456777
1342,68508353,4.4527707
1580,72323554,5.1650357
1580,73844240,5.1337743
1580,71082242,4.971311
1580,654491,4.920223
1580,46779514,4.916086
1580,50592901,4.8907475
1580,53760828,4.888589
1580,67985251,4.8848343
1580,19395453,4.8763537
1580,67260812,4.8728504
1580,49729049,4.869645
1580,50421557,4.851487
1580,615976,4.846489
1580,646649,4.845482
1580,48313222,4.8454156
1580,1658927,4.8395505
1580,66730368,4.8394384
1580,72520984,4.838642
1580,51737821,4.836245
1580,44012841,4.8248744
1591,72323554,4.4444547
1591,73844240,4.4421325
1591,55996377,4.379357
1591,67260812,4.35307
1591,53760828,4.344155
1591,71082242,4.32757
1591,67985251,4.3141575
1591,51737821,4.301625
1591,68508353,4.2822556
1591,53035877,4.2693195
1591,70833091,4.2636204
1591,19395453,4.251421
1591,60875322,4.249252
1591,46779514,4.2489104
1591,45651308,4.245365
1591,51567611,4.2403817
1591,66730368,4.236105
1591,7319551,4.2296467
1591,59081231,4.229193
1591,68174409,4.228102
1645,72323554,5.132001
1645,73844240,5.06592
1645,71082242,5.0408897
1645,67985251,4.9896116
1645,14072065,4.9083934
1645,67260812,4.8845844
1645,13583766,4.884008
1645,53760828,4.8474946
1645,76826691,4.8457775
1645,66730368,4.8380213
1645,6410757,4.833704
1645,29248122,4.831794
1645,50421557,4.83104
1645,68508353,4.827631
1645,72520984,4.8226314
1645,19395453,4.809493
1645,19420381,4.8061595
1645,26087099,4.80599
1645,56451960,4.8048053
1645,73821826,4.8022113
1829,72323554,5.2119365
1829,53760828,4.7317314
1829,73844240,4.704614
1829,71082242,4.633293
1829,67260812,4.630179
1829,14072065,4.6023707
1829,51737821,4.5970097
1829,4193095,4.567819
1829,36240066,4.563391
1829,70833091,4.557319
1829,48184433,4.5531273
1829,56575909,4.549468
1829,53035877,4.5378776
1829,73936929,4.5283885
1829,49728912,4.5210924
1829,56451960,4.519529
1829,71907010,4.519104
1829,68174409,4.514549
1829,70767702,4.5131073
1829,68527587,4.5125833
1959,72323554,5.3402123
1959,73844240,5.0617223
1959,53760828,5.040263
1959,71082242,5.0170536
1959,56451960,4.881152
1959,67985251,4.870467
1959,67864955,4.8685684
1959,23020359,4.8617954
1959,51737821,4.858538
1959,49729049,4.8482113
1959,4597127,4.8424764
1959,52368889,4.8422265
1959,44065922,4.8405294
1959,21180803,4.832403
1959,29248122,4.83224
1959,67260812,4.829696
1959,50592901,4.82925
1959,59081231,4.829092
1959,53035877,4.8204393
1959,58056861,4.8197474
2122,72323554,5.1059885
2122,73844240,4.640315
2122,53760828,4.5512767
2122,44065922,4.5435495
2122,67260812,4.504505
2122,46779514,4.4951515
2122,68025746,4.488429
2122,8281099,4.4608793
2122,7496499,4.453006
2122,67985251,4.448196
2122,8159079,4.4373116
2122,72520984,4.432111
2122,48313222,4.428623
2122,73936929,4.4285393
2122,74227763,4.427437
2122,76283023,4.4267216
2122,32453922,4.424736
2122,51501467,4.424291
2122,4597127,4.421304
2122,49729049,4.4206467
2142,73844240,4.9837227
2142,71082242,4.903866
2142,19395453,4.8949766
2142,53760828,4.8834834
2142,67260812,4.8804717
2142,72323554,4.856249
2142,67985251,4.851924
2142,51737821,4.833935
2142,70833091,4.83363
2142,7496499,4.815949
2142,59081231,4.788471
2142,44012841,4.7877865
2142,23556570,4.785124
2142,50560427,4.7835984
2142,50698333,4.7792997
2142,73936929,4.7693834
2142,60875322,4.7649093
2142,56037103,4.7639074
2142,7319551,4.756189
2142,8141074,4.7515388
2366,72323554,5.584934
2366,73844240,5.260137
2366,71082242,5.173282
2366,70833091,5.0936275
2366,51737821,5.075854
2366,53760828,5.0660515
2366,19395453,5.025508
2366,67260812,5.0238433
2366,52368889,5.014813
2366,73936929,5.0124316
2366,72520984,5.0113688
2366,67985251,5.0113215
2366,4193095,5.0094075
2366,50592901,5.0074735
2366,4708475,5.0068398
2366,56451960,5.000073
2366,19420381,4.999957
2366,4597127,4.996502
2366,67864955,4.9887376
2366,68174409,4.982453
2659,72323554,5.530664
2659,73844240,5.2260227
2659,53760828,5.178464
2659,67260812,5.1598396
2659,19395453,5.114509
2659,67985251,5.110522
2659,71082242,5.0997477
2659,51737821,5.0993557
2659,46779514,5.0838823
2659,50692303,5.064165
2659,56575909,5.0608425
2659,56451960,5.0574436
2659,67864955,5.0557394
2659,52368889,5.0483317
2659,4597127,5.046135
2659,68508353,5.0420723
2659,53035877,5.040716
2659,19420381,5.040662
2659,2383179,5.0387287
2659,70833091,5.0379333
2866,72323554,4.40975
2866,73844240,4.2934284
2866,71082242,4.260171
2866,53760828,4.202837
2866,67260812,4.1996975
2866,51737821,4.1816216
2866,67985251,4.171645
2866,19395453,4.1700783
2866,51567611,4.166831
2866,52368889,4.1605835
2866,4193095,4.145605
2866,70833091,4.139223
2866,68527587,4.1188846
2866,36240066,4.1184435
2866,73238633,4.1165605
2866,68174409,4.11114
2866,7319551,4.1024585
2866,53035877,4.1005163
2866,73788524,4.098344
2866,21317020,4.098135
3175,2383179,5.0827827
3175,7496499,5.0787377
3175,73844240,5.059138
3175,59081231,4.97693
3175,654491,4.956264
3175,53760828,4.951559
3175,19395453,4.938604
3175,67260812,4.9330597
3175,71082242,4.930114
3175,72520984,4.9271336
3175,72290345,4.9160695
3175,62749287,4.9088836
3175,58056861,4.908541
3175,73831096,4.9063463
3175,51737821,4.8921022
3175,68527587,4.885497
3175,50421557,4.88499
3175,74547194,4.8788815
3175,49981979,4.871315
3175,44012841,4.860842
3749,72323554,5.2829328
3749,73844240,5.0959163
3749,71082242,4.985997
3749,70833091,4.929343
3749,19395453,4.9141965
3749,67260812,4.888376
3749,51737821,4.8815875
3749,53760828,4.8773975
3749,68508353,4.855647
3749,53035877,4.8529797
3749,46779514,4.8453493
3749,50592901,4.8429074
3749,67985251,4.8429065
3749,8321616,4.833059
3749,68174409,4.8290772
3749,4597127,4.8269987
3749,72520984,4.8265085
3749,7496499,4.8248143
3749,73936929,4.8237476
3749,44012841,4.8090405
3794,73844240,5.1736608
3794,72323554,5.007605
3794,71082242,4.9363317
3794,4708475,4.925874
3794,59081231,4.913479
3794,19395453,4.9034047
3794,53760828,4.8965716
3794,67985251,4.874083
3794,19420381,4.8649287
3794,44012841,4.8381433
3794,50592901,4.83337
3794,72520984,4.8317204
3794,71892315,4.8312235
3794,47516974,4.8302083
3794,79239706,4.8302083
3794,74558974,4.8298507
3794,76226922,4.8191824
3794,70833091,4.8114953
3794,50560427,4.8086214
3794,405243,4.8072667
3918,73844240,4.9654703
3918,72323554,4.8984756
3918,7496499,4.823356
3918,71082242,4.8086715
3918,19395453,4.794689
3918,67985251,4.7865596
3918,67260812,4.778901
3918,19420381,4.750992
3918,50592901,4.743984
3918,8096306,4.727513
3918,51737821,4.7239866
3918,49729049,4.7195487
3918,654491,4.7176247
3918,53760828,4.7126403
3918,44012841,4.7044306
3918,50421557,4.7043943
3918,72520984,4.701165
3918,46779514,4.6991944
3918,615976,4.696047
3918,646649,4.68867
3997,72323554,5.567837
3997,73844240,5.198139
3997,71082242,5.0935082
3997,67260812,5.0802717
3997,19395453,5.0618863
3997,51737821,5.0518064
3997,53760828,5.036112
3997,67985251,5.0353756
3997,6921787,5.0010176
3997,56451960,4.988709
3997,49729049,4.987014
3997,67864955,4.986133
3997,50692303,4.985422
3997,4597127,4.9684596
3997,76283023,4.968436
3997,7496499,4.9658875
3997,59081231,4.9652147
3997,53035877,4.9630117
3997,8877900,4.9572473
3997,71907010,4.9470463
4101,73844240,5.2
4101,72323554,5.179022
4101,71082242,5.104349
4101,53760828,5.0703044
4101,67260812,5.046802
4101,19395453,5.0358925
4101,67985251,5.0329165
4101,51737821,5.023795
4101,70833091,4.9911523
4101,50698333,4.9676065
4101,50592901,4.954054
4101,68508353,4.953969
4101,49729049,4.948516
4101,74558974,4.9428253
4101,8096306,4.9384546
4101,7496499,4.9321446
4101,19420381,4.929845
4101,73936929,4.9291224
4101,4597127,4.926682
4101,76206341,4.9237084
4519,72323554,5.3143687
4519,73844240,5.1540265
4519,53760828,5.0456486
4519,71082242,5.0215654
4519,19395453,5.0072207
4519,67260812,5.005806
4519,67985251,4.956344
4519,70833091,4.953568
4519,7496499,4.952168
4519,51737821,4.932674
4519,49729049,4.929286
4519,8096306,4.924163
4519,4597127,4.921426
4519,53035877,4.9139895
4519,68508353,4.9098067
4519,73936929,4.9082017
4519,56451960,4.9000235
4519,7319551,4.897354
4519,72520984,4.893114
4519,46779514,4.8866982
4818,73844240,4.672947
4818,59081231,4.6363626
4818,71082242,4.5746684
4818,618758,4.5601826
4818,35327431,4.4983206
4818,79239706,4.491679
4818,47516974,4.491679
4818,405243,4.469148
4818,72290345,4.4612665
4818,50592901,4.452784
4818,50698333,4.440696
4818,21439813,4.416851
4818,2545821,4.412533
4818,68508353,4.4049573
4818,54582176,4.3833685
4818,4708475,4.3749747
4818,57003675,4.366027
4818,50560427,4.3650274
4818,49981979,4.363687
4818,50586067,4.359382
4900,72323554,4.75402
4900,73844240,4.7181478
4900,19395453,4.6618266
4900,67260812,4.6466312
4900,7496499,4.6171856
4900,66251373,4.6162148
4900,68165397,4.6133394
4900,23556570,4.599079
4900,654491,4.5990114
4900,53056161,4.5878286
4900,50421557,4.586189
4900,59081231,4.582274
4900,51737821,4.5770235
4900,7319551,4.5741935
4900,71082242,4.573382
4900,40369758,4.572631
4900,51567611,4.5677323
4900,6410735,4.5614038
4900,8877900,4.5578265
4900,67619329,4.554169
4935,73844240,5.2788143
4935,72323554,5.2560196
4935,67260812,5.1616435
4935,71082242,5.1346917
4935,19395453,5.107107
4935,53760828,5.1055784
4935,67985251,5.076832
4935,51737821,5.0522456
4935,59081231,5.044598
4935,49729049,5.0416627
4935,50560427,5.0328503
4935,68174409,5.030193
4935,19420381,5.02002
4935,8096306,5.0166063
4935,7319551,5.016322
4935,73788524,5.012441
4935,73936929,5.0049143
4935,56451960,5.0023193
4935,44012841,4.999521
4935,50592901,4.997993
5156,72323554,4.9919047
5156,73844240,4.843113
5156,72520984,4.7562366
5156,71082242,4.745063
5156,50560427,4.708381
5156,46779514,4.6956162
5156,67260812,4.6927905
5156,56451960,4.6703806
5156,74558974,4.66224
5156,67985251,4.660588
5156,19395453,4.6583776
5156,58056861,4.647368
5156,49729049,4.642445
5156,50590603,4.636132
5156,53760828,4.6217313
5156,7496499,4.621394
5156,4597127,4.6211524
5156,50796737,4.6192126
5156,76283023,4.615299
5156,452118,4.614602
5300,72323554,4.5448575
5300,9797918,4.4434786
5300,23020359,4.4093623
5300,73844240,4.369721
5300,50592901,4.3306923
5300,67985251,4.312087
5300,36240066,4.307157
5300,59081231,4.3057714
5300,25761647,4.296838
5300,74558974,4.28208
5300,71082242,4.2775736
5300,73821826,4.258456
5300,51737821,4.2530093
5300,50698333,4.247647
5300,30987623,4.242179
5300,53035877,4.23078
5300,68508353,4.227745
5300,497920,4.2245555
5300,59518944,4.2209845
5300,67260812,4.220964
5518,73844240,4.176422
5518,67260812,4.1722846
5518,575388,4.157306
5518,67985251,4.1500793
5518,45651308,4.1185765
5518,72323554,4.090631
5518,52368889,4.086147
5518,19420381,4.0646105
5518,53035877,4.0617433
5518,2063169,4.0579467
5518,53757396,4.057904
5518,50592901,4.055811
5518,19395453,4.0434976
5518,7635165,4.043133
5518,71082242,4.041285
5518,51737821,4.039773
5518,3519947,4.039595
5518,70833091,4.0288825
5518,50698333,4.008064
5518,67864955,4.0060635
5803,72323554,3.2193472
5803,73844240,3.0389502
5803,53760828,2.9991903
5803,71082242,2.9664514
5803,73238633,2.963802
5803,19395453,2.958383
5803,67260812,2.9581904
5803,68508353,2.9482467
5803,46779514,2.9372864
5803,68174409,2.9372609
5803,53035877,2.926117
5803,7496499,2.9240522
5803,51737821,2.9204059
5803,73936929,2.9185953
5803,4193095,2.915712
5803,71938164,2.9143262
5803,4597127,2.9136274
5803,56451960,2.8993888
5803,48313222,2.899207
5803,8281099,2.8974392
6336,72323554,5.314631
6336,73844240,5.19984
6336,71082242,5.0862465
6336,53760828,5.0359344
6336,51737821,5.030106
6336,67260812,5.0288043
6336,68508353,5.0016594
6336,67985251,5.001057
6336,19395453,4.9969397
6336,72520984,4.9547634
6336,46779514,4.9547505
6336,4597127,4.9530883
6336,7496499,4.945627
6336,50592901,4.942097
6336,59081231,4.9392343
6336,73936929,4.9391165
6336,53035877,4.928669
6336,49729049,4.9282265
6336,68174409,4.924706
6336,70833091,4.924506
6357,26691653,4.652285
6357,68832412,4.6494403
6357,67260812,4.635178
6357,7253209,4.6189427
6357,51737821,4.59354
6357,19395453,4.5810137
6357,71082242,4.580006
6357,654491,4.576011
6357,73324095,4.5698624
6357,58176142,4.561121
6357,51050952,4.5433593
6357,73844240,4.541547
6357,70833091,4.5352907
6357,16138710,4.5285535
6357,50590603,4.5239263
6357,57659050,4.518368
6357,50421565,4.5162864
6357,51567611,4.514233
6357,56028477,4.504374
6357,44241909,4.501058
6397,53760828,4.934596
6397,67985251,4.919614
6397,73844240,4.903908
6397,71082242,4.8719006
6397,67260812,4.865169
6397,68508353,4.8047256
6397,16460956,4.764727
6397,59081231,4.756808
6397,32454377,4.751717
6397,50560433,4.7504787
6397,69382515,4.7477617
6397,17954271,4.7465734
6397,76206341,4.7364163
6397,74558974,4.72945
6397,46221893,4.7268806
6397,66977630,4.724456
6397,48313222,4.721005
6397,73831096,4.7189145
6397,19395453,4.7165923
6397,51737821,4.710135
6466,73844240,5.406762
6466,72323554,5.3297386
6466,19395453,5.2089353
6466,67985251,5.1899056
6466,71082242,5.1887403
6466,53760828,5.166115
6466,67260812,5.1077795
6466,59081231,5.1040945
6466,4708475,5.0960984
6466,44012841,5.0781016
6466,19420381,5.076818
6466,51737821,5.072868
6466,50592901,5.066246
6466,73936929,5.0600953
6466,10706160,5.0544033
6466,49729049,5.05275
6466,72520984,5.0485153
6466,8096306,5.046491
6466,73788524,5.0450883
6466,4597127,5.0391626
6620,72323554,3.8218813
6620,584802,3.656229
6620,534213,3.6319034
6620,19395453,3.5872037
6620,73844240,3.5839732
6620,5983423,3.565275
6620,16536041,3.5529869
6620,460145,3.5413702
6620,48313222,3.5302577
6620,23518127,3.5087874
6620,77030103,3.5020785
6620,57003675,3.4986825
6620,29455014,3.4915793
6620,24558526,3.4891093
6620,38120507,3.4886339
6620,381162,3.4876413
6620,51567611,3.478101
6620,75321722,3.4747698
6620,4981859,3.4719265
6620,13392137,3.4710834
6654,72323554,5.188989
6654,73844240,5.0439944
6654,51737821,4.9753957
6654,67260812,4.974627
6654,19395453,4.9620037
6654,71082242,4.9581738
6654,67985251,4.9191446
6654,53760828,4.8674345
6654,53035877,4.8543696
6654,50592901,4.8523836
6654,54414906,4.846265
6654,68174409,4.8433414
6654,49729049,4.8430166
6654,21317020,4.8389397
6654,50421557,4.8380938
6654,70767702,4.83648
6654,50692303,4.8356347
6654,19420381,4.8347692
6654,76226922,4.834059
6654,68508353,4.8294234
6658,72323554,5.488017
6658,73844240,4.811491
6658,67985251,4.8019543
6658,51737821,4.792203
6658,71082242,4.7582293
6658,8877900,4.741315
6658,19395453,4.731529
6658,67260812,4.7241225
6658,54414906,4.718635
6658,68357693,4.7147098
6658,67864955,4.7091746
6658,74489817,4.706511
6658,56451960,4.705917
6658,75396549,4.699712
6658,8096306,4.6970544
6658,52780662,4.695568
6658,68508353,4.6907353
6658,14186220,4.6893854
6658,36240066,4.6887207
6658,8141074,4.6782565
7240,72323554,4.749319
7240,73844240,4.7059493
7240,71082242,4.6399283
7240,53760828,4.5855346
7240,51737821,4.5386324
7240,70833091,4.5368943
7240,46779514,4.5348563
7240,74558974,4.5155673
7240,67985251,4.5153337
7240,67260812,4.514415
7240,19395453,4.496948
7240,4597127,4.4952984
7240,50592901,4.4909477
7240,73936929,4.4791985
7240,19420381,4.4767203
7240,67864955,4.476263
7240,5801059,4.4761176
7240,68508353,4.4754877
7240,2383179,4.4716
7240,72520984,4.4712734
7253,72323554,5.0268536
7253,70833091,4.791082
7253,73844240,4.7564325
7253,19395453,4.7512927
7253,4597127,4.7378373
7253,53757396,4.731885
7253,71062970,4.7190127
7253,8460274,4.7151117
7253,72308418,4.7142715
7253,67985251,4.7123384
7253,53035877,4.7109656
7253,56575909,4.694759
7253,68165397,4.685551
7253,23556570,4.6849327
7253,51737821,4.6790566
7253,67260812,4.677868
7253,70767702,4.664711
7253,49981979,4.663462
7253,16208533,4.6605444
7253,53683384,4.650818
7340,73844240,5.1791415
7340,67260812,5.079248
7340,71082242,5.0671706
7340,51737821,5.0645432
7340,72323554,5.049801
7340,19395453,5.039954
7340,53760828,5.0170126
7340,67985251,4.9968276
7340,19420381,4.994664
7340,58056861,4.981901
7340,72520984,4.976466
7340,49729049,4.9697385
7340,50592901,4.957755
7340,53080935,4.956733
7340,74901879,4.9449906
7340,10706160,4.9447474
7340,74558974,4.9405603
7340,59081231,4.9394975
7340,70767702,4.9389987
7340,7496499,4.9385853
7554,73844240,5.2159195
7554,72323554,5.143179
7554,71082242,5.090588
7554,67985251,5.089333
7554,50698333,5.070075
7554,67260812,5.030158
7554,50592901,5.0284557
7554,50560427,5.023907
7554,51737821,5.019268
7554,19395453,5.019178
7554,46779514,5.0069423
7554,46221893,5.0047884
7554,7319551,5.0037713
7554,7496499,4.9962134
7554,68508353,4.9898195
7554,65410485,4.9863777
7554,70833091,4.982487
7554,53760828,4.980809
7554,14186220,4.9770455
7554,72034454,4.97384
7754,73844240,4.832854
7754,73238633,4.822444
7754,72323554,4.797934
7754,68508353,4.7480264
7754,71082242,4.7416797
7754,45075149,4.7263293
7754,67985251,4.7175937
7754,46779514,4.696359
7754,51737821,4.6755753
7754,7496499,4.6748915
7754,23020359,4.674633
7754,17954271,4.6623693
7754,30987623,4.6515636
7754,76226922,4.650292
7754,57628754,4.641246
7754,10690707,4.6412354
7754,53760828,4.6409874
7754,67260812,4.63211
7754,26708402,4.6278186
7754,4597127,4.6239243
7833,72323554,4.740533
7833,73844240,4.5196176
7833,816127,4.5160427
7833,67985251,4.468757
7833,71082242,4.451056
7833,70833091,4.4500265
7833,53760828,4.4430423
7833,46172558,4.416515
7833,48313222,4.4091125
7833,29248122,4.38884
7833,4193095,4.3868065
7833,23459299,4.3856416
7833,50592901,4.366314
7833,56575909,4.366168
7833,12218724,4.3490434
7833,73936929,4.3469067
7833,52368889,4.3332415
7833,19420381,4.332128
7833,12274956,4.329464
7833,68088752,4.3227835
7880,72323554,5.508182
7880,73844240,5.28009
7880,704654,5.202994
7880,70833091,5.193122
7880,497920,5.190721
7880,53757396,5.188153
7880,71082242,5.184888
7880,68508353,5.1801534
7880,53444660,5.160024
7880,60875322,5.144111
7880,53035877,5.141266
7880,13367716,5.1302233
7880,51737821,5.120782
7880,7319551,5.116181
7880,4953369,5.1120977
7880,728605,5.1028132
7880,504683,5.0998583
7880,59081231,5.0981665
7880,51055877,5.097171
7880,46607008,5.093554
7982,67985251,4.8666887
7982,33279197,4.684182
7982,62754437,4.6314597
7982,57625269,4.6281605
7982,21439813,4.61823
7982,48877698,4.608767
7982,57127752,4.5917916
7982,14186220,4.5740967
7982,73844240,4.5702977
7982,13379768,4.5649724
7982,46779514,4.5550294
7982,73258681,4.524237
7982,50590603,4.522436
7982,41098424,4.520297
7982,35729879,4.520008
7982,50772516,4.5189857
7982,12238762,4.5116796
7982,4597127,4.5029745
7982,31647432,4.492389
7982,49227944,4.4882
7993,72323554,5.510318
7993,73844240,5.311948
7993,53760828,5.2828374
7993,67260812,5.276337
7993,67985251,5.2457433
7993,53035877,5.208397
7993,19395453,5.206642
7993,68508353,5.2037
7993,71082242,5.160264
7993,70833091,5.1380296
7993,68174409,5.133258
7993,44065922,5.1305223
7993,73831096,5.125749
7993,53757396,5.124273
7993,72308418,5.1242313
7993,49729049,5.120639
7993,50592901,5.1202745
7993,73821826,5.119468
7993,76226922,5.11786
7993,4597127,5.113775
8086,72323554,5.1533394
8086,73844240,5.09484
8086,19395453,4.9663577
8086,67985251,4.934333
8086,71082242,4.8886857
8086,46779514,4.8671412
8086,53760828,4.8622108
8086,4597127,4.8509064
8086,50421557,4.847123
8086,67260812,4.8413253
8086,70833091,4.8373756
8086,7319551,4.8229923
8086,8281099,4.8204966
8086,59081231,4.812724
8086,2063169,4.8113422
8086,44012841,4.8112288
8086,49729049,4.809611
8086,55848764,4.8064613
8086,8096306,4.802278
8086,74558974,4.801756
8389,53760828,5.0123134
8389,73844240,5.005667
8389,71082242,4.8958054
8389,72323554,4.844769
8389,67985251,4.81835
8389,19395453,4.8143997
8389,7496499,4.8129945
8389,73936929,4.809592
8389,78010530,4.7973075
8389,49729049,4.7938952
8389,59081231,4.792678
8389,70833091,4.7858477
8389,50698333,4.785515
8389,29248122,4.785232
8389,67260812,4.782256
8389,73788524,4.7715626
8389,17629257,4.770866
8389,4193095,4.7703323
8389,43865002,4.7682867
8389,8141062,4.768057
8592,73844240,0.963553
8592,19420381,0.95878166
8592,2383179,0.9570792
8592,68508353,0.9527668
8592,7589409,0.9527664
8592,71082242,0.9488555
8592,2545821,0.9454955
8592,67260812,0.9445797
8592,67985251,0.940037
8592,72520984,0.9397867
8592,51737821,0.939158
8592,73831096,0.93870676
8592,53760828,0.9357851
8592,59081231,0.93403494
8592,17383981,0.9325881
8592,67864955,0.9318564
8592,53444660,0.9307066
8592,76226922,0.92979467
8592,72308418,0.92941177
8592,19395453,0.9288954
8638,72323554,4.9368997
8638,53760828,4.827588
8638,73844240,4.7915382
8638,69382515,4.7363896
8638,67260812,4.666719
8638,991339,4.650643
8638,76364920,4.646368
8638,14143498,4.644209
8638,8114282,4.6434813
8638,43107185,4.6287394
8638,71082242,4.6241913
8638,67985251,4.615863
8638,46779514,4.604405
8638,21180803,4.6032615
8638,74558974,4.600719
8638,16460956,4.5972767
8638,72798037,4.5949583
8638,67216147,4.5795364
8638,646649,4.5791526
8638,51737821,4.578194
9376,72323554,5.09471
9376,73844240,5.028797
9376,71082242,4.9385147
9376,67260812,4.9197006
9376,51737821,4.9044785
9376,19395453,4.8996773
9376,67985251,4.8947654
9376,53760828,4.876699
9376,70833091,4.832886
9376,50592901,4.820774
9376,53035877,4.8074946
9376,7496499,4.8058953
9376,49729049,4.8004217
9376,78010530,4.7872024
9376,46779514,4.7871866
9376,58056861,4.7865233
9376,68508353,4.7862177
9376,50560427,4.7855797
9376,50692303,4.782377
9376,56451960,4.7809534
9427,73844240,5.3082833
9427,72323554,5.276939
9427,71082242,5.192632
9427,53760828,5.1491337
9427,67260812,5.0902367
9427,70833091,5.0811424
9427,19395453,5.0753226
9427,67985251,5.050654
9427,44012841,5.0456495
9427,68508353,5.042519
9427,7496499,5.0396075
9427,50592901,5.024959
9427,8096306,5.022942
9427,72520984,5.020687
9427,46779514,5.0162907
9427,4708475,5.0161233
9427,51737821,5.0123415
9427,73936929,5.010925
9427,59081231,5.010327
9427,4597127,4.994183
9465,72323554,5.284965
9465,73844240,5.210168
9465,71082242,5.133752
9465,19395453,5.08903
9465,53760828,5.067184
9465,51737821,5.0265102
9465,70833091,5.0232472
9465,67260812,5.0006037
9465,67985251,4.9854307
9465,44012841,4.978144
9465,8096306,4.9778414
9465,46779514,4.976259
9465,73936929,4.9430695
9465,19420381,4.9398184
9465,50592901,4.930499
9465,68508353,4.9296265
9465,7319551,4.929057
9465,7496499,4.9282656
9465,58056861,4.9252014
9465,70767702,4.924083
9852,2383179,4.90971
9852,73844240,4.8773394
9852,72323554,4.8750052
9852,62749287,4.822726
9852,71082242,4.8045163
9852,70833091,4.802432
9852,19395453,4.776087
9852,51737821,4.7469726
9852,53760828,4.737679
9852,46779514,4.7242384
9852,73936929,4.7165093
9852,4193095,4.6968155
9852,58056861,4.6944156
9852,46221893,4.6939964
9852,74489817,4.693337
9852,68174409,4.6932817
9852,19420381,4.6900353
9852,6410735,4.689205
9852,52368889,4.6796627
9852,77030103,4.6775107
9900,73844240,4.799212
9900,71082242,4.7300587
9900,72323554,4.705272
